,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Sales_avg_store
947,948,b,b,1430.0,,,0,,,,6384.8550185873255
948,949,a,a,870.0,3.0,2006.0,0,,,,5367.337028824765
949,950,a,a,8460.0,11.0,1994.0,0,,,,5777.816742081512
950,951,d,c,710.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",7440.421978021973
951,952,d,c,6300.0,10.0,2013.0,0,,,,6672.118357487947
952,953,a,a,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",5203.946784922388
953,954,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",6889.201814059043
954,955,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",4395.0088691795645
955,956,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",4136.947488584512
956,957,d,c,1420.0,11.0,2012.0,0,,,,7681.063596491223
957,958,a,a,440.0,11.0,2013.0,0,,,,4399.993288590583
958,959,a,c,1060.0,12.0,2005.0,0,,,,6980.189845474554
959,960,d,a,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov",6534.782997762811
960,961,d,c,9430.0,,,0,,,,6434.087248322114
961,962,c,a,260.0,,,0,,,,6539.253393665082
962,963,a,c,23620.0,11.0,2013.0,0,,,,10516.225663716885
963,964,a,a,270.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",9860.296551724037
964,965,a,c,110.0,,,0,,,,8413.378555798801
965,966,a,a,760.0,2.0,2008.0,0,,,,4734.26410835218
966,967,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",8917.390243902435
967,968,c,a,1190.0,,,0,,,,7013.097995545707
968,969,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",3212.01173708919
969,970,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3369.8957871396688
970,971,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",8041.135555555548
971,972,a,a,14960.0,,,0,,,,3408.054830287177
972,973,d,c,330.0,,,1,28.0,2012.0,"Jan,Apr,Jul,Oct",5814.395033860084
973,974,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",11218.585308056947
974,975,a,c,9630.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",7706.022172948932
975,976,a,a,4180.0,,,0,,,,6913.597285067787
976,977,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",4859.562647754147
977,978,c,c,3890.0,,,0,,,,6931.452702702612
978,979,a,c,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6001.5143487858595
979,980,a,a,4420.0,9.0,2005.0,0,,,,7066.288248336973
980,981,d,c,2620.0,11.0,2002.0,0,,,,7187.423423423431
981,982,d,a,21930.0,,,0,,,,7879.737885462555
982,983,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",11171.88116591919
983,984,c,a,440.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",5828.686666666644
984,985,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",8199.710176991213
985,986,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",6831.107305936052
986,987,c,a,1690.0,6.0,2007.0,0,,,,6810.184615384684
987,988,a,a,30.0,11.0,2012.0,0,,,,4735.050772626895
988,989,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5196.374117647009
989,990,d,a,20930.0,,,0,,,,6322.9030837003575
990,991,a,a,1010.0,,,0,,,,5648.124444444512
991,992,a,a,2480.0,7.0,1990.0,0,,,,5803.269230769165
992,993,d,c,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",7464.453539823087
993,994,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4277.6517857142835
994,995,d,a,6560.0,12.0,2013.0,0,,,,8926.52106430158
995,996,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6226.692482915708
996,997,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5190.055928411594
997,998,a,a,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4251.361797752794
998,999,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",9085.70198675495
999,1000,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",7493.653206650751
1000,1001,c,a,19640.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5221.247191011275
1001,1002,d,c,1130.0,11.0,2008.0,0,,,,5817.544857768016
1002,1003,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",7528.13245033109
1003,1004,d,c,970.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",5003.5552941176065
1004,1005,a,a,6480.0,,,0,,,,6154.237777777833
1005,1006,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",6050.701754386036
1006,1007,c,c,4180.0,9.0,2012.0,0,,,,6708.583700440463
1007,1008,a,c,30.0,9.0,2010.0,0,,,,5167.881057268775
1008,1009,a,a,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",4731.0827423167975
1009,1010,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",8509.952380952418
1010,1011,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",7979.224256292915
1011,1012,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",6082.894117647
1012,1013,a,a,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4002.890134529169
1013,1014,a,c,210.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",12234.804932735578
1014,1015,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",5849.684684684641
1015,1016,c,c,550.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",5227.707207207144
1016,1017,c,a,110.0,11.0,2008.0,0,,,,7327.414414414321
1017,1018,c,c,140.0,9.0,2012.0,0,,,,11716.560706401882
1018,1019,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",9213.33886255922
1019,1020,a,a,40.0,8.0,2015.0,0,,,,9221.539130434749
1020,1021,a,a,1080.0,5.0,2011.0,0,,,,8712.925339366408
1021,1022,a,c,1520.0,,,0,,,,7109.178571428614
1022,1023,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6203.736956521763
1023,1024,c,c,1990.0,1.0,2012.0,0,,,,6075.317673378129
1024,1025,a,a,720.0,11.0,2009.0,0,,,,7460.777027027106
1025,1026,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",9393.66079295149
1026,1027,a,c,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",13022.480093676666
1027,1028,a,a,150.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4523.369230769252
1028,1029,a,a,1590.0,3.0,2006.0,0,,,,5349.617647058799
1029,1030,a,a,36410.0,4.0,2008.0,0,,,,3585.9282511210213
1030,1031,d,a,590.0,5.0,2001.0,0,,,,4778.21555555561
1031,1032,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",9054.087145969368
1032,1033,a,a,7680.0,3.0,2006.0,0,,,,13699.430155210452
1033,1034,a,a,13750.0,4.0,2015.0,0,,,,6381.432735425989
1034,1035,a,a,27150.0,,,0,,,,4876.2759381898795
1035,1036,d,c,9560.0,,,1,36.0,2013.0,"Jan,Apr,Jul,Oct",4772.834080717517
1036,1037,a,c,150.0,,,0,,,,6979.029147982107
1037,1038,d,a,17290.0,10.0,2013.0,0,,,,5947.464285714235
1038,1039,a,c,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",7972.3890160182555
1039,1040,a,a,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",8577.129955947092
1040,1041,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6069.189573459762
1041,1042,a,a,3440.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",4086.795045045033
1042,1043,c,a,420.0,3.0,2006.0,0,,,,8934.915717539914
1043,1044,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6599.132882882847
1044,1045,a,c,26990.0,12.0,2013.0,0,,,,7349.46484375
1045,1046,d,c,29070.0,4.0,2005.0,0,,,,8374.821428571433
1046,1047,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",4832.90271493216
1047,1048,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",6546.555798687049
1048,1049,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3992.349881796647
1049,1050,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",7315.570806100145
1050,1051,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",7270.076923076971
1051,1052,a,c,5080.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",7168.545045045107
1052,1053,a,a,1710.0,7.0,2015.0,0,,,,8865.544843049345
1053,1054,a,c,13190.0,,,1,45.0,2013.0,"Feb,May,Aug,Nov",5845.745054945004
1054,1055,c,a,1980.0,4.0,2009.0,0,,,,7854.200883002125
1055,1056,d,c,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct",3572.810551558792
1056,1057,d,c,3230.0,11.0,2011.0,0,,,,6276.881318681374
1057,1058,a,c,180.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",7131.7688888888815
1058,1059,c,a,3380.0,4.0,2013.0,0,,,,8150.38495575222
1059,1060,a,c,3430.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",7200.625835189243
1060,1061,d,c,8110.0,,,0,,,,6872.701559020103
1061,1062,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov",6396.769911504378
1062,1063,a,c,6250.0,,,0,,,,4049.409190372045
1063,1064,a,c,420.0,,,0,,,,9224.395033860008
1064,1065,a,a,1290.0,,,1,35.0,2011.0,"Mar,Jun,Sept,Dec",4158.246445497665
1065,1066,a,a,3350.0,,,0,,,,11150.132450331063
1066,1067,d,c,12020.0,7.0,2009.0,0,,,,5577.23515439436
1067,1068,d,c,5010.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct",4262.0678733031555
1068,1069,a,c,18050.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6111.991071428611
1069,1070,c,c,400.0,10.0,2008.0,0,,,,6845.635535307573
1070,1071,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",5933.273137697492
1071,1072,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov",6619.140659340658
1072,1073,a,c,1710.0,,,1,44.0,2012.0,"Jan,Apr,Jul,Oct",6816.904231625736
1073,1074,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4988.449115044273
1074,1075,a,c,1410.0,10.0,2013.0,0,,,,11434.550884955634
1075,1076,a,c,90.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3360.829545454574
1076,1077,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",4369.880898876393
1077,1078,d,c,670.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",6340.0022471910315
1078,1079,a,a,16680.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8827.049661399496
1079,1080,a,a,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",9974.809976247116
1080,1081,b,a,400.0,3.0,2006.0,0,,,,5958.361930294895
1081,1082,c,a,440.0,4.0,2002.0,0,,,,7041.746136865236
1082,1083,d,c,11540.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4738.302428256083
1083,1084,a,a,190.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6302.705752212442
1084,1085,c,a,4030.0,2.0,2015.0,0,,,,7676.265625
1085,1086,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov",8661.52455357144
1086,1087,d,c,2210.0,11.0,2011.0,0,,,,6082.085714285727
1087,1088,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",4941.281179138325
1088,1089,d,a,5220.0,5.0,2009.0,0,,,,10001.807174887841
1089,1090,a,a,330.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6331.37303370793
1090,1091,a,c,9990.0,,,0,,,,8035.087912087909
1091,1092,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",11703.472813238686
1092,1093,c,c,10450.0,6.0,2009.0,0,,,,8126.536105032909
1093,1094,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4436.55769230771
1094,1095,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4680.142538975469
1095,1096,a,c,1130.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",5054.395555555518
1096,1097,b,b,720.0,3.0,2002.0,0,,,,9396.216266173846
1097,1098,a,a,1830.0,11.0,2004.0,0,,,,5215.247787610627
1098,1099,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",7731.167652859918
1099,1100,a,a,540.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5562.270454545495
1100,1101,d,c,4060.0,9.0,2012.0,0,,,,9719.175946547919
1101,1102,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6983.674757281651
1102,1103,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4592.242825607028
1103,1104,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5470.799528301853
1104,1105,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4128.313769751693
1105,1106,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4772.665924276213
1106,1107,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6212.93779904303
1107,1108,a,a,540.0,4.0,2004.0,0,,,,5618.136263736209
1108,1109,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",4901.959619952506
1109,1110,c,c,900.0,9.0,2010.0,0,,,,4328.794183445167
1110,1111,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",5431.933628318525
1111,1112,c,c,1880.0,4.0,2006.0,0,,,,10945.093541202761
1112,1113,a,c,9260.0,,,0,,,,6489.384279476007
1113,1114,a,c,870.0,,,0,,,,20200.98886414246
1114,1115,d,c,5350.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",5842.727472527427
